'person', ':', '50.63765048980713', ':', '[704, 223, 800, 395]'
'person', ':', '58.71760845184326', ':', '[215, 73, 311, 157]'
'person', ':', '59.14273262023926', ':', '[469, 96, 714, 400]'
'person', ':', '65.54474234580994', ':', '[68, 185, 190, 367]'
'person', ':', '69.93132829666138', ':', '[193, 145, 311, 351]'
'person', ':', '75.59677362442017', ':', '[94, 248, 298, 402]'
'person', ':', '94.51590776443481', ':', '[365, 222, 532, 395]'
