'person', ':', '55.308598279953', ':', '[68, 11, 745, 380]'
'person', ':', '60.34119129180908', ':', '[514, 128, 613, 221]'
'person', ':', '60.499316453933716', ':', '[98, 124, 200, 249]'
'person', ':', '64.79703783988953', ':', '[61, 49, 163, 178]'
'person', ':', '76.57015323638916', ':', '[94, 219, 357, 385]'
'person', ':', '80.56098818778992', ':', '[503, 167, 668, 350]'
'person', ':', '85.85813045501709', ':', '[1, 158, 112, 392]'
