'person', ':', '52.238720655441284', ':', '[725, 137, 795, 231]'
'person', ':', '62.38676905632019', ':', '[237, 237, 440, 384]'
'person', ':', '72.59992957115173', ':', '[1, 117, 97, 370]'
'person', ':', '78.09752225875854', ':', '[401, 174, 506, 373]'
'person', ':', '86.84546947479248', ':', '[695, 221, 799, 384]'
'person', ':', '88.18249702453613', ':', '[44, 16, 766, 371]'
'people_crowd', ':', '99.99020099639893', ':', '[9, 25, 783, 405]'
