'person', ':', '61.13686561584473', ':', '[364, 200, 473, 295]'
'person', ':', '61.23039126396179', ':', '[118, 192, 267, 316]'
'person', ':', '92.70994067192078', ':', '[686, 37, 817, 170]'
'person', ':', '94.28176879882812', ':', '[110, 264, 270, 444]'
'person', ':', '99.29547309875488', ':', '[498, 109, 654, 362]'
